B01001_001E,B01001_002E,B01001_003E,B01001_004E,B01001_005E,B01001_006E,B01001_007E,B01001_008E,B01001_009E,B01001_010E,B01001_011E,B01001_012E,B01001_013E,B01001_014E,B01001_015E,B01001_016E,B01001_017E,B01001_018E,B01001_019E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_026E,B01001_027E,B01001_028E,B01001_029E,B01001_030E,B01001_031E,B01001_032E,B01001_033E,B01001_034E,B01001_035E,B01001_036E,B01001_037E,B01001_038E,B01001_039E,B01001_040E,B01001_041E,B01001_042E,B01001_043E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,GEO_ID,NAME,state,year
1379610,689725,31825,35533,38723,25159,19061,9791,8704,26995,45150,45458,42335,41098,42151,49239,54894,21938,31013,18148,25469,33789,20672,11942,10638,689885,31094,33027,37135,23692,18326,9051,8412,25729,40665,42421,40930,39252,41836,48458,55315,22960,30491,17986,25269,38153,24445,16332,18906,0400000US33,New Hampshire,33,2022
9249063,4556331,268430,283408,295566,184103,119210,57248,59108,176829,297832,305464,308567,297597,298659,315741,323562,126986,170355,99879,131551,178720,117064,72822,67630,4692732,255565,264591,288824,175074,111491,53271,54185,175157,286632,294846,303016,294656,299890,322983,332821,131124,183658,110753,149125,211410,154388,105782,133490,0400000US34,New Jersey,34,2022
2112463,1052858,59366,66116,73193,43281,30780,14328,15676,45912,72488,71705,70301,65063,58874,59237,63461,27208,40043,24443,34654,50017,31110,19480,16122,1059605,56561,63468,70035,41458,28467,15227,13862,40825,67978,67307,66260,62717,58842,60123,67813,29311,42505,27859,40245,52498,35398,24339,26507,0400000US35,New Mexico,35,2022
19994379,9781286,573150,564580,612305,364662,265551,128135,133126,399496,716894,723987,660272,611621,601291,648083,669584,263290,367394,220334,288526,399241,255531,158395,155838,10213093,548722,540411,578064,346549,261388,125926,130556,399950,718503,713030,658370,614196,613507,665786,697713,285293,390710,242247,325119,477844,338382,242307,298520,0400000US36,New York,36,2022
10470214,5131370,301897,314816,344042,206227,153753,78427,76222,216058,353331,341923,328746,323837,330420,339349,333376,133808,185550,112661,152831,220828,139962,78088,65218,5338844,287870,303736,326678,198622,146432,72805,69184,201333,349235,350184,333735,335397,338344,346116,350316,142551,207969,128768,177558,258566,177601,113120,122724,0400000US37,North Carolina,37,2022
776874,399345,26806,26663,26542,14230,13324,7244,6627,19190,30436,30250,27857,24442,20361,20979,23477,9662,14372,9027,11389,14643,9223,6111,6490,377529,24911,24978,24885,13718,11355,5382,6250,18513,26379,25805,24992,20390,18519,19314,23158,9865,12778,9034,10840,15008,11242,8804,11409,0400000US38,North Dakota,38,2022
11774683,5814736,345614,362111,385028,234859,161304,84981,83273,223967,396217,386219,367460,357001,351957,374681,395531,162164,225512,141893,182939,253961,155145,96756,86163,5959947,330789,340903,369704,224314,154229,81469,76289,218145,382568,379769,362151,353248,349627,371300,403506,171177,239054,153511,205554,287427,203497,138585,163131,0400000US39,Ohio,39,2022
3970497,1980478,126513,134351,142314,83242,58715,32087,33008,83685,137927,135599,136055,124267,116188,114328,120310,48157,70203,41702,56474,77753,51753,32449,23398,1990019,120953,128903,135027,79141,55082,30496,28756,76949,131419,130783,131516,118954,112660,112261,122701,50730,74466,43578,62414,91073,64043,43156,44958,0400000US40,Oklahoma,40,2022
4229374,2113341,110843,121532,130373,77334,52942,26967,28217,83169,149096,155136,151405,145933,134147,130032,129237,52975,78704,53026,70499,100911,61725,35275,33863,2116033,104913,113782,123948,73253,50400,26998,27356,78251,141859,148324,145126,139365,127532,124871,128004,58742,85350,55761,80496,110011,73871,44100,53720,0400000US41,Oregon,41,2022
12989208,6410766,352395,370680,398602,244252,185502,89075,87852,244114,427387,438439,409575,386416,385219,421585,445650,182167,264986,162243,214874,289679,185769,114214,110091,6578442,336176,355256,376797,230404,182995,87487,84956,234582,408859,422748,402275,375639,380462,419676,453542,189448,279605,173329,235147,329508,237974,166712,214865,0400000US42,Pennsylvania,42,2022
1094250,537221,27570,28327,31303,19770,17296,9293,8234,22025,38725,39151,35602,31802,31976,36028,37171,15321,22168,13305,16658,23425,15102,8669,8300,557029,26602,27742,28655,18355,19047,9727,8444,20576,36678,37220,35120,30529,32314,36897,38240,17967,22997,14291,18421,26804,19571,13330,17502,0400000US44,Rhode Island,44,2022
5142750,2510019,145790,153124,166718,98881,76762,38173,39117,96473,165215,162722,156062,154767,151886,158204,162710,65783,98592,58554,84669,123012,74998,44290,33517,2632731,137491,151132,156545,94246,71903,34052,34476,94546,166800,169323,164422,156700,157734,165196,175328,74713,108647,70605,97458,139599,95613,57426,58776,0400000US45,South Carolina,45,2022
890342,451671,29371,31225,31736,18188,12920,6479,7020,17583,30221,29575,31891,25636,24415,24977,27979,12412,18117,12554,14352,19550,11387,7450,6633,438671,28714,29812,30206,17360,11399,6117,5123,18102,26391,27712,27018,25281,22463,23531,27778,12229,17382,11113,13982,20452,13310,9677,13519,0400000US46,South Dakota,46,2022
6923772,3400979,205719,212410,226214,136118,91467,50011,46938,136256,241851,231295,220789,213238,215830,220815,221232,89240,127397,76503,104703,144948,93998,54424,39583,3522793,196872,202683,216861,129603,86123,47837,46033,133915,241965,234301,223218,213887,217214,223811,236172,94994,136150,83056,119435,168462,116718,78471,75012,0400000US47,Tennessee,47,2022
29243342,14624638,981619,1038437,1105492,652603,443019,212439,216492,640590,1078271,1079091,1047707,1010118,930736,881322,841405,329122,444733,265617,351104,464956,292737,172102,144926,14618704,941803,989300,1064111,622763,414196,198172,201851,609507,1028796,1038036,1021783,966694,917345,867685,852100,336381,470646,289961,386439,539589,364453,239311,257782,0400000US48,Texas,48,2022
3283809,1665209,123087,134775,139741,83909,52918,26187,30076,88566,129799,116488,121284,111535,96484,82000,77014,32677,43232,26836,36169,47432,30292,19246,15462,1618600,116430,126888,131923,79244,53451,24896,27918,83881,121135,111707,113014,107767,89440,78338,77198,31034,45429,27332,37648,52453,35027,24550,21897,0400000US49,Utah,49,2022
643816,320339,14536,16970,17791,11446,10863,5817,5355,12863,19574,19326,19293,18256,18685,21152,23253,9745,14715,8949,12462,17433,10327,6270,5258,323477,13739,15041,16849,10445,10302,5732,4863,12171,18606,18782,19722,18382,18520,21041,23124,10169,15928,9790,13098,17877,12238,8043,9015,0400000US50,Vermont,50,2022
8624511,4268775,252859,264873,278490,166478,126923,62947,62336,173433,295447,298201,294886,280410,271079,278786,285272,111479,150843,92708,122629,168285,110647,65650,54114,4355736,241289,247092,267105,158640,121601,58110,55983,167210,284450,292015,293620,276235,270691,282388,291197,116762,164375,100888,137452,197682,140618,93146,97187,0400000US51,Virginia,51,2022
7688549,3877918,225973,240433,243247,142972,94607,49221,51769,157960,298936,308042,287849,260931,239613,238329,236544,96650,141828,86074,114615,157865,96756,57121,50583,3810631,214199,225449,234151,136573,89990,42992,46310,145389,272327,284451,268015,248272,227721,228575,234480,98996,146815,90145,123453,178338,114096,72895,86999,0400000US53,Washington,53,2022
1792967,894772,46207,50305,54956,33473,24984,13140,13872,32214,56002,53100,54181,55585,57044,58961,60032,24850,38448,24628,34470,46427,30785,18045,13063,898195,44173,48258,51172,31240,22979,11829,11177,31459,51035,50782,49816,55535,54928,57165,60948,26307,40366,25769,36447,51984,34784,23589,26453,0400000US54,West Virginia,54,2022
5882128,2948762,164772,176914,192217,117145,82148,43783,42431,120138,190680,186226,195890,178307,174038,190823,208487,85961,120713,71537,97563,133572,79589,51461,44367,2933366,156822,168855,181007,111409,78719,40813,40883,116241,179493,176943,186350,171534,166703,183366,209205,83810,120682,73623,102229,139472,94162,67493,83552,0400000US55,Wisconsin,55,2022
577929,295835,16772,19419,19708,12008,8375,3961,3963,12172,19049,19805,20555,18908,16847,17207,18412,8632,11086,7380,10593,13944,8382,4916,3741,282094,16017,17570,19669,11190,7008,4315,3384,10596,17059,18084,19381,17045,15751,15392,18267,7548,11883,7372,10700,12824,9395,5636,6008,0400000US56,Wyoming,56,2022
3272382,1551668,57635,77604,92982,60703,43215,24498,24822,63034,111459,96969,87905,98083,97322,100909,100804,42570,58518,38957,52103,79689,62549,42761,36577,1720714,55242,73624,91661,56725,41225,22522,24840,61657,110879,101611,98576,109079,108592,114762,118936,49774,70711,44769,61849,103443,83532,59667,57038,0400000US72,Puerto Rico,72,2022
